locus_tag	ftype	length_bp	gene	EC_number	COG	product
IJIGEHEJ_02685	CDS	1830	glpO	1.1.3.21		Alpha-glycerophosphate oxidase
IJIGEHEJ_02686	CDS	723	glpF_2		COG0580	Glycerol uptake facilitator protein
IJIGEHEJ_02687	CDS	1650				hypothetical protein
IJIGEHEJ_02688	CDS	516				hypothetical protein
IJIGEHEJ_02689	CDS	990	yfeW_2	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
IJIGEHEJ_02690	CDS	2259	pflB	2.3.1.54		Formate acetyltransferase
IJIGEHEJ_02691	CDS	822	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
IJIGEHEJ_02692	CDS	312	sufT_2			Fe-S protein maturation auxiliary factor SufT
IJIGEHEJ_02693	CDS	921	smoB	1.1.1.432	COG4989	6-dehydroglucose reductase
IJIGEHEJ_02694	CDS	525				hypothetical protein
IJIGEHEJ_02695	CDS	246				hypothetical protein
IJIGEHEJ_02696	CDS	429				hypothetical protein
IJIGEHEJ_02697	CDS	642				hypothetical protein
IJIGEHEJ_02698	CDS	522				hypothetical protein
IJIGEHEJ_02699	CDS	573				hypothetical protein
IJIGEHEJ_02700	CDS	777				hypothetical protein
IJIGEHEJ_02701	CDS	1155	murJ_3			lipid II flippase MurJ
IJIGEHEJ_02702	CDS	267				hypothetical protein
IJIGEHEJ_02703	CDS	669	rfbP_2	2.7.8.6		Undecaprenyl-phosphate galactose phosphotransferase
IJIGEHEJ_02704	CDS	306				hypothetical protein
IJIGEHEJ_02705	CDS	228				hypothetical protein
IJIGEHEJ_02706	CDS	213				hypothetical protein
IJIGEHEJ_02707	CDS	195				hypothetical protein
IJIGEHEJ_02708	CDS	93				hypothetical protein
IJIGEHEJ_02709	CDS	717				hypothetical protein
IJIGEHEJ_02710	CDS	804	recX			Regulatory protein RecX
IJIGEHEJ_02711	CDS	549		3.6.1.15	COG3557	Nucleoside triphosphate/diphosphate phosphatase
IJIGEHEJ_02712	CDS	789				hypothetical protein
IJIGEHEJ_02713	CDS	378				hypothetical protein
IJIGEHEJ_02714	CDS	195				hypothetical protein
IJIGEHEJ_02715	CDS	2454				hypothetical protein
IJIGEHEJ_02716	CDS	927		1.1.1.-		L-2-hydroxyisocaproate dehydrogenase
IJIGEHEJ_02717	CDS	1194				hypothetical protein
IJIGEHEJ_02718	CDS	399	tagD_2	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
IJIGEHEJ_02719	CDS	1356	gntT		COG2610	High-affinity gluconate transporter
IJIGEHEJ_02720	CDS	1515	xylB_3	2.7.1.17		Xylulose kinase
IJIGEHEJ_02721	CDS	897		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
IJIGEHEJ_02722	CDS	1323	garB_3	1.8.1.16		Glutathione amide reductase
IJIGEHEJ_02723	CDS	1578	prfC			Peptide chain release factor 3
IJIGEHEJ_02724	CDS	1428				hypothetical protein
IJIGEHEJ_02725	CDS	1026				hypothetical protein
IJIGEHEJ_02726	CDS	882	hdfR_2			HTH-type transcriptional regulator HdfR
IJIGEHEJ_02727	CDS	846				hypothetical protein
IJIGEHEJ_02728	CDS	381				hypothetical protein
IJIGEHEJ_02729	CDS	1644	dppA_6		COG4166	Dipeptide-binding protein
IJIGEHEJ_02730	CDS	930	dppB		COG0601	Dipeptide transport system permease protein DppB
IJIGEHEJ_02731	CDS	1035	dppC		COG1173	Dipeptide transport system permease protein DppC
IJIGEHEJ_02732	CDS	1080	dppD	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
IJIGEHEJ_02733	CDS	966	oppF	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
IJIGEHEJ_02734	CDS	678	ydfK_2		COG1811	putative membrane protein YdfK
IJIGEHEJ_02735	CDS	570				hypothetical protein
IJIGEHEJ_02736	CDS	252				hypothetical protein
IJIGEHEJ_02737	CDS	1299	gltT			Proton/sodium-glutamate symport protein
IJIGEHEJ_02738	CDS	504	yagU		COG3477	Inner membrane protein YagU
IJIGEHEJ_02739	CDS	1068				hypothetical protein
IJIGEHEJ_02740	CDS	681	hrtA_2	7.6.2.-		Putative hemin import ATP-binding protein HrtA
IJIGEHEJ_02741	CDS	552				hypothetical protein
IJIGEHEJ_02742	CDS	981	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
IJIGEHEJ_02743	CDS	180				hypothetical protein
IJIGEHEJ_02744	CDS	309	yyaP		COG0262	putative protein YyaP
IJIGEHEJ_02745	CDS	1167	napA			Na(+)/H(+) antiporter
IJIGEHEJ_02746	CDS	495				hypothetical protein
IJIGEHEJ_02747	CDS	927				hypothetical protein
IJIGEHEJ_02748	CDS	1401	aspA	4.3.1.1		Aspartate ammonia-lyase
IJIGEHEJ_02749	CDS	447				hypothetical protein
IJIGEHEJ_02750	CDS	327	ptcB_1	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
IJIGEHEJ_02751	CDS	1473	gmuC_2		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
IJIGEHEJ_02752	CDS	1383	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
IJIGEHEJ_02753	CDS	1020				hypothetical protein
IJIGEHEJ_02754	CDS	444			COG0789	putative HTH-type transcriptional regulator
IJIGEHEJ_02755	CDS	615				hypothetical protein
IJIGEHEJ_02756	CDS	327		3.5.1.28	COG1388	putative autolysin SsaALP
IJIGEHEJ_02757	CDS	210	isaA	3.2.-.-		putative transglycosylase IsaA
IJIGEHEJ_02758	CDS	594				hypothetical protein
IJIGEHEJ_02759	CDS	348				hypothetical protein
IJIGEHEJ_02760	CDS	894	mtsA			Iron ABC transporter substrate-binding lipoprotein MtsA
IJIGEHEJ_02761	CDS	525				hypothetical protein
IJIGEHEJ_02762	CDS	645	tag_3	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
IJIGEHEJ_02763	CDS	1137				hypothetical protein
IJIGEHEJ_02764	CDS	426				hypothetical protein
IJIGEHEJ_02765	CDS	1521	dinB_2	2.7.7.7		DNA polymerase IV
IJIGEHEJ_02766	CDS	912	hdfR_3			HTH-type transcriptional regulator HdfR
IJIGEHEJ_02767	CDS	405				hypothetical protein
IJIGEHEJ_02768	CDS	744		1.-.-.-		putative oxidoreductase
IJIGEHEJ_02769	CDS	1407				hypothetical protein
IJIGEHEJ_02770	CDS	639				hypothetical protein
IJIGEHEJ_02771	CDS	495				hypothetical protein
IJIGEHEJ_02772	CDS	411		4.1.2.10	COG1917	(R)-mandelonitrile lyase
IJIGEHEJ_02773	CDS	354				hypothetical protein
IJIGEHEJ_02774	CDS	756	chnA	1.1.1.245		Cyclohexanol dehydrogenase
IJIGEHEJ_02775	CDS	657				hypothetical protein
IJIGEHEJ_02776	CDS	1191				hypothetical protein
IJIGEHEJ_02777	CDS	1782			COG1132	putative ABC transporter ATP-binding protein
IJIGEHEJ_02778	CDS	1725			COG1132	putative ABC transporter ATP-binding protein
IJIGEHEJ_02779	CDS	597				hypothetical protein
IJIGEHEJ_02780	CDS	1200	sndA	3.5.1.-	COG1473	N-acetyl-L-cysteine deacetylase
IJIGEHEJ_02781	CDS	891	yghA	1.-.-.-	COG1028	putative oxidoreductase YghA
IJIGEHEJ_02782	CDS	138				hypothetical protein
IJIGEHEJ_02783	CDS	426				hypothetical protein
IJIGEHEJ_02784	CDS	822				hypothetical protein
IJIGEHEJ_02785	CDS	1485	yjeM		COG0531	Inner membrane transporter YjeM
IJIGEHEJ_02786	CDS	396				hypothetical protein
IJIGEHEJ_02787	CDS	246	dhaT_1	1.1.1.202		1,3-propanediol dehydrogenase
IJIGEHEJ_02788	CDS	831	dhaT_2	1.1.1.202		1,3-propanediol dehydrogenase
IJIGEHEJ_02789	CDS	1449				hypothetical protein
IJIGEHEJ_02790	CDS	972				hypothetical protein
IJIGEHEJ_02791	CDS	150				hypothetical protein
IJIGEHEJ_02792	CDS	258				hypothetical protein
IJIGEHEJ_02793	CDS	741	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
IJIGEHEJ_02794	CDS	1095				hypothetical protein
IJIGEHEJ_02795	CDS	1410				hypothetical protein
IJIGEHEJ_02796	CDS	1809				hypothetical protein
IJIGEHEJ_02797	CDS	906	yicL_4		COG0697	putative inner membrane transporter YicL
IJIGEHEJ_02798	CDS	702				hypothetical protein
IJIGEHEJ_02799	CDS	924				hypothetical protein
IJIGEHEJ_02800	CDS	621				hypothetical protein
IJIGEHEJ_02801	CDS	303				hypothetical protein
IJIGEHEJ_02802	CDS	888	bglK_2	2.7.1.85		Beta-glucoside kinase
IJIGEHEJ_02803	CDS	1758	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
IJIGEHEJ_02804	CDS	537				hypothetical protein
IJIGEHEJ_02805	CDS	654	cla-er_3	1.3.1.-		CLA biosynthesis enone reductase
IJIGEHEJ_02806	CDS	1983	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
IJIGEHEJ_02807	CDS	687	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
IJIGEHEJ_02808	CDS	1002				hypothetical protein
IJIGEHEJ_02809	CDS	966				hypothetical protein
IJIGEHEJ_02810	CDS	1413				hypothetical protein
IJIGEHEJ_02811	CDS	378				hypothetical protein
IJIGEHEJ_02812	CDS	1044				hypothetical protein
IJIGEHEJ_02813	CDS	549				hypothetical protein
IJIGEHEJ_02814	CDS	90				hypothetical protein
IJIGEHEJ_02815	CDS	636				hypothetical protein
IJIGEHEJ_02816	CDS	705	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
IJIGEHEJ_02817	CDS	780	lptB	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
IJIGEHEJ_02818	CDS	963				hypothetical protein
IJIGEHEJ_02819	CDS	879	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
IJIGEHEJ_02820	CDS	1194	braC			Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
IJIGEHEJ_02821	CDS	93				hypothetical protein
IJIGEHEJ_02822	CDS	219				hypothetical protein
IJIGEHEJ_02823	CDS	801				hypothetical protein
IJIGEHEJ_02824	CDS	216				hypothetical protein
IJIGEHEJ_02825	CDS	213				hypothetical protein
IJIGEHEJ_02826	CDS	816				hypothetical protein
IJIGEHEJ_02827	CDS	1593	mntH_3			Divalent metal cation transporter MntH
IJIGEHEJ_02828	CDS	432				Putative universal stress protein
IJIGEHEJ_02829	CDS	273				hypothetical protein
IJIGEHEJ_02830	CDS	552				hypothetical protein
IJIGEHEJ_02831	CDS	315	czrA		COG0640	HTH-type transcriptional repressor CzrA
IJIGEHEJ_02832	CDS	567				hypothetical protein
IJIGEHEJ_02833	CDS	1095				hypothetical protein
IJIGEHEJ_02834	CDS	321				hypothetical protein
IJIGEHEJ_02835	CDS	357	rplS		COG0335	Large ribosomal subunit protein bL19
IJIGEHEJ_02836	CDS	741	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
IJIGEHEJ_02837	CDS	525	rimM			Ribosome maturation factor RimM
IJIGEHEJ_02838	CDS	258	khpA		COG1837	RNA-binding protein KhpA
IJIGEHEJ_02839	CDS	273	rpsP		COG0228	Small ribosomal subunit protein bS16
IJIGEHEJ_02840	CDS	1455	ffh	3.6.5.4	COG0541	Signal recognition particle protein
IJIGEHEJ_02841	CDS	348				hypothetical protein
IJIGEHEJ_02842	CDS	1539	ftsY	3.6.5.4		Signal recognition particle receptor FtsY
IJIGEHEJ_02843	CDS	3558	smc_10		COG1196	Chromosome partition protein Smc
IJIGEHEJ_02844	CDS	696	rnc	3.1.26.3		Ribonuclease 3
IJIGEHEJ_02845	CDS	246	acpP_2		COG0236	Acyl carrier protein
IJIGEHEJ_02846	CDS	1047	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
IJIGEHEJ_02847	CDS	2040	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
IJIGEHEJ_02848	CDS	1707				putative protein
IJIGEHEJ_02849	CDS	363				putative protein
IJIGEHEJ_02850	CDS	186	rpmB			Large ribosomal subunit protein bL28
IJIGEHEJ_02851	CDS	660	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
IJIGEHEJ_02852	CDS	654	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
IJIGEHEJ_02853	CDS	897	rsgA_2	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
IJIGEHEJ_02854	CDS	2025	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
IJIGEHEJ_02855	CDS	747	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
IJIGEHEJ_02856	CDS	1344	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
IJIGEHEJ_02857	CDS	954	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
IJIGEHEJ_02858	CDS	2418	priA	5.6.2.4	COG1198	Replication restart protein PriA
IJIGEHEJ_02859	CDS	1227	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IJIGEHEJ_02860	CDS	213	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
IJIGEHEJ_02861	CDS	621	gmk_2	2.7.4.8	COG0194	Guanylate kinase
IJIGEHEJ_02862	CDS	348				hypothetical protein
IJIGEHEJ_02863	CDS	654	opuCD			Carnitine transport permease protein OpuCD
IJIGEHEJ_02864	CDS	936	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
IJIGEHEJ_02865	CDS	630	opuCB			Carnitine transport permease protein OpuCB
IJIGEHEJ_02866	CDS	1185	opuCA	7.6.2.9		Carnitine transport ATP-binding protein OpuCA
IJIGEHEJ_02867	CDS	1695	recN		COG0497	DNA repair protein RecN
IJIGEHEJ_02868	CDS	459	argR_2		COG1438	Arginine repressor
IJIGEHEJ_02869	CDS	819	tlyA			Hemolysin A
IJIGEHEJ_02870	CDS	927	crtE	2.5.1.29	COG0142	Geranylgeranyl pyrophosphate synthase
IJIGEHEJ_02871	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
IJIGEHEJ_02872	CDS	1344	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
IJIGEHEJ_02873	CDS	861	folD		COG0190	Bifunctional protein FolD protein
IJIGEHEJ_02874	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
IJIGEHEJ_02875	CDS	459				putative protein
IJIGEHEJ_02876	CDS	558	efp		COG0231	Elongation factor P
IJIGEHEJ_02877	CDS	1053	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
IJIGEHEJ_02878	CDS	279	rpmA		COG0211	Large ribosomal subunit protein bL27
IJIGEHEJ_02879	CDS	336	prp	3.4.22.-	COG2868	Ribosomal processing cysteine protease Prp
IJIGEHEJ_02880	CDS	309	rplU		COG0261	Large ribosomal subunit protein bL21
IJIGEHEJ_02881	CDS	630				hypothetical protein
IJIGEHEJ_02882	CDS	156				hypothetical protein
IJIGEHEJ_02883	CDS	126				hypothetical protein
IJIGEHEJ_02884	tRNA	76				tRNA-Arg(tct)
IJIGEHEJ_02885	CDS	369				hypothetical protein
IJIGEHEJ_02886	CDS	201				hypothetical protein
IJIGEHEJ_02887	CDS	339				hypothetical protein
IJIGEHEJ_02888	CDS	540				hypothetical protein
IJIGEHEJ_02889	CDS	957				hypothetical protein
IJIGEHEJ_02890	CDS	888				hypothetical protein
IJIGEHEJ_02891	CDS	1347	glnA	6.3.1.2		Glutamine synthetase
IJIGEHEJ_02892	CDS	381	glnR		COG0789	HTH-type transcriptional regulator GlnR
IJIGEHEJ_02893	CDS	936	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
IJIGEHEJ_02894	CDS	735	UgpQ_2	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
IJIGEHEJ_02895	CDS	177				hypothetical protein
IJIGEHEJ_02896	CDS	414	yibN		COG0607	putative protein YibN
IJIGEHEJ_02897	CDS	636	pepE_2	3.4.13.21		Peptidase E
IJIGEHEJ_02898	CDS	963	glcK	2.7.1.2	COG1940	Glucokinase
IJIGEHEJ_02899	CDS	222				hypothetical protein
IJIGEHEJ_02900	CDS	684	gluP	3.4.21.105	COG0457	Rhomboid protease GluP
IJIGEHEJ_02901	CDS	567	yqgN		COG0212	putative protein YqgN
IJIGEHEJ_02902	CDS	150	rpmGA		COG0267	Large ribosomal subunit protein bL33A
IJIGEHEJ_02903	CDS	2037	penA		COG0768	Penicillin-binding protein 2B
IJIGEHEJ_02904	CDS	2646				hypothetical protein
IJIGEHEJ_02905	CDS	303	pdhI		COG4841	Pyruvate dehydrogenase inhibitor
IJIGEHEJ_02906	CDS	456				hypothetical protein
IJIGEHEJ_02907	CDS	723				hypothetical protein
IJIGEHEJ_02908	tRNA	73				tRNA-Thr(ggt)
IJIGEHEJ_02909	CDS	900				hypothetical protein
IJIGEHEJ_02910	CDS	864	morA	1.1.1.218		Morphine 6-dehydrogenase
IJIGEHEJ_02911	CDS	867		1.1.1.-	COG0656	Aldo-keto reductase/MSMEI_2347
IJIGEHEJ_02912	CDS	456				hypothetical protein
IJIGEHEJ_02913	CDS	1437	ycaM		COG0531	Inner membrane transporter YcaM
IJIGEHEJ_02914	CDS	750	aroD_2	4.2.1.10	COG0710	3-dehydroquinate dehydratase
IJIGEHEJ_02915	CDS	222				hypothetical protein
IJIGEHEJ_02916	CDS	3012				hypothetical protein
IJIGEHEJ_02917	CDS	3120				hypothetical protein
IJIGEHEJ_02918	CDS	447	cysJ	1.8.1.2		Sulfite reductase [NADPH] flavoprotein alpha-component
IJIGEHEJ_02919	CDS	2148				hypothetical protein
IJIGEHEJ_02920	CDS	573				hypothetical protein
IJIGEHEJ_02921	CDS	951	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
IJIGEHEJ_02922	CDS	927	yicL_5		COG0697	putative inner membrane transporter YicL
IJIGEHEJ_02923	CDS	1020	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IJIGEHEJ_02924	CDS	834	ycsE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE
IJIGEHEJ_02925	CDS	489				hypothetical protein
IJIGEHEJ_02926	CDS	675	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
IJIGEHEJ_02927	CDS	735	epsH	2.4.-.-	COG1216	Putative glycosyltransferase EpsH
IJIGEHEJ_02928	CDS	708	yydK_2		COG2188	putative HTH-type transcriptional regulator YydK
IJIGEHEJ_02929	CDS	318	ptcB_2	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
IJIGEHEJ_02930	CDS	348	ptcA		COG1447	PTS system galactose-specific EIIA component
IJIGEHEJ_02931	CDS	1440	bglA_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
IJIGEHEJ_02932	CDS	1443	bglA_3	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
IJIGEHEJ_02933	CDS	1311	dsdA	4.3.1.18	COG3048	D-serine dehydratase
IJIGEHEJ_02934	CDS	744	lnrL	7.6.2.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
IJIGEHEJ_02935	CDS	1251				hypothetical protein
IJIGEHEJ_02936	CDS	672				hypothetical protein
IJIGEHEJ_02937	CDS	1434	pncB_2	6.3.4.21		Nicotinate phosphoribosyltransferase
IJIGEHEJ_02938	CDS	510	nadR		COG1827	Transcription repressor NadR
IJIGEHEJ_02939	CDS	1305	entS			Enterobactin exporter EntS
IJIGEHEJ_02940	CDS	1182	eis	2.3.1.-		N-acetyltransferase Eis
IJIGEHEJ_02941	CDS	522	mupG_3	3.2.1.-		6-phospho-N-acetylmuramidase
IJIGEHEJ_02942	CDS	543				hypothetical protein
IJIGEHEJ_02943	CDS	222				hypothetical protein
IJIGEHEJ_02944	CDS	747	bacC_3	1.1.1.385	COG1028	Dihydroanticapsin 7-dehydrogenase
IJIGEHEJ_02945	CDS	369	hit_2		COG0537	Protein hit
IJIGEHEJ_02946	CDS	567	act_2	3.-.-.-		Methanol dehydrogenase activator
IJIGEHEJ_02947	CDS	642	maa_5	2.3.1.79	COG0110	Maltose O-acetyltransferase
IJIGEHEJ_02948	CDS	636				hypothetical protein
IJIGEHEJ_02949	CDS	798	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
IJIGEHEJ_02950	CDS	1494	thrC	4.2.3.1	COG0498	Threonine synthase
IJIGEHEJ_02951	CDS	1725	bbmA	3.2.1.-		Intracellular maltogenic amylase
IJIGEHEJ_02952	CDS	99				hypothetical protein
IJIGEHEJ_02953	CDS	318				hypothetical protein
IJIGEHEJ_02954	CDS	639				hypothetical protein
IJIGEHEJ_02955	CDS	501				hypothetical protein
IJIGEHEJ_02956	CDS	1197	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
IJIGEHEJ_02957	CDS	183				hypothetical protein
IJIGEHEJ_02958	CDS	327				hypothetical protein
IJIGEHEJ_02959	CDS	474				hypothetical protein
IJIGEHEJ_02960	CDS	417				hypothetical protein
IJIGEHEJ_02961	CDS	237				hypothetical protein
IJIGEHEJ_02962	CDS	471				Putative universal stress protein
IJIGEHEJ_02963	CDS	810				hypothetical protein
IJIGEHEJ_02964	CDS	879	uup	3.6.1.-		ATP-binding protein Uup
IJIGEHEJ_02965	CDS	372				hypothetical protein
IJIGEHEJ_02966	CDS	276				hypothetical protein
IJIGEHEJ_02967	CDS	1782	yxdM		COG0577	ABC transporter permease protein YxdM
IJIGEHEJ_02968	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
IJIGEHEJ_02969	CDS	975	ansA	3.5.1.1	COG0252	putative L-asparaginase
IJIGEHEJ_02970	CDS	810				hypothetical protein
IJIGEHEJ_02971	CDS	636	cah	4.2.1.1		Carbonic anhydrase
IJIGEHEJ_02972	CDS	792	ptpB_2	3.1.3.-	COG2365	Triple specificity protein phosphatase PtpB
IJIGEHEJ_02973	CDS	1011	lplJ_1	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
IJIGEHEJ_02974	CDS	609	crdA_2			NADH:(hydroxy)cinnamate reductase subunit CrdA
IJIGEHEJ_02975	CDS	1296				hypothetical protein
IJIGEHEJ_02976	CDS	483	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IJIGEHEJ_02977	CDS	1131	purK_2	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
IJIGEHEJ_02978	CDS	732	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IJIGEHEJ_02979	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
IJIGEHEJ_02980	CDS	681	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
IJIGEHEJ_02981	CDS	2220	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
IJIGEHEJ_02982	CDS	1455	purF	2.4.2.14		Amidophosphoribosyltransferase
IJIGEHEJ_02983	CDS	1026	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
IJIGEHEJ_02984	CDS	579	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
IJIGEHEJ_02985	CDS	1533	purH			Bifunctional purine biosynthesis protein PurH
IJIGEHEJ_02986	CDS	1242	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
IJIGEHEJ_02987	CDS	669				hypothetical protein
IJIGEHEJ_02988	CDS	1329	icaA	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
IJIGEHEJ_02989	CDS	366				hypothetical protein
IJIGEHEJ_02990	CDS	825				hypothetical protein
IJIGEHEJ_02991	CDS	903				hypothetical protein
IJIGEHEJ_02992	CDS	1284	pbuG_3		COG2252	Guanine/hypoxanthine permease PbuG
IJIGEHEJ_02993	CDS	1341				Nucleobase transporter PlUacP
IJIGEHEJ_02994	CDS	1590	pucR		COG2508	Purine catabolism regulatory protein
IJIGEHEJ_02995	CDS	543	pyrR_2			Bifunctional protein pyrR
IJIGEHEJ_02996	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
IJIGEHEJ_02997	CDS	1293	pyrC	3.5.2.3		Dihydroorotase
IJIGEHEJ_02998	CDS	1095	pyrAA_2	6.3.5.5	COG0505	Carbamoyl phosphate synthase pyrimidine-specific small chain
IJIGEHEJ_02999	CDS	3177	carB_2	6.3.4.16	COG0458	Carbamoyl phosphate synthase large chain
IJIGEHEJ_03000	CDS	918	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
IJIGEHEJ_03001	CDS	714	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IJIGEHEJ_03002	CDS	639	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
IJIGEHEJ_03003	CDS	969				hypothetical protein
IJIGEHEJ_03004	CDS	3606	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
IJIGEHEJ_03005	CDS	3750	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
IJIGEHEJ_03006	CDS	525				hypothetical protein
IJIGEHEJ_03007	CDS	642	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
IJIGEHEJ_03008	CDS	897	oxyR_3		COG0583	DNA-binding transcriptional dual regulator OxyR
IJIGEHEJ_03009	CDS	774	yfcA		COG0730	putative membrane transporter protein YfcA
IJIGEHEJ_03010	CDS	135				hypothetical protein
IJIGEHEJ_03011	CDS	870	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IJIGEHEJ_03012	CDS	1173	dapX_3	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
IJIGEHEJ_03013	CDS	1365	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
IJIGEHEJ_03014	CDS	1485	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
IJIGEHEJ_03015	CDS	348				hypothetical protein
IJIGEHEJ_03016	CDS	945				Zinc-type alcohol dehydrogenase-like protein
IJIGEHEJ_03017	CDS	378	cueR		COG0789	HTH-type transcriptional regulator CueR
IJIGEHEJ_03018	CDS	342				hypothetical protein
IJIGEHEJ_03019	CDS	270				hypothetical protein
IJIGEHEJ_03020	CDS	1593				hypothetical protein
IJIGEHEJ_03021	CDS	486			COG1780	Putative NrdI-like protein
IJIGEHEJ_03022	CDS	1368				hypothetical protein
IJIGEHEJ_03023	CDS	342				hypothetical protein
IJIGEHEJ_03024	CDS	420				hypothetical protein
IJIGEHEJ_03025	CDS	363				hypothetical protein
IJIGEHEJ_03026	CDS	525				hypothetical protein
IJIGEHEJ_03027	CDS	750	agrA_4			Accessory gene regulator A
IJIGEHEJ_03028	CDS	657	yedJ		COG1418	putative protein YedJ
IJIGEHEJ_03029	CDS	780				hypothetical protein
IJIGEHEJ_03030	CDS	504	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IJIGEHEJ_03031	CDS	726	gmuR_3		COG2188	HTH-type transcriptional regulator GmuR
IJIGEHEJ_03032	CDS	849				hypothetical protein
IJIGEHEJ_03033	CDS	2367	xpkA_2	4.1.2.9		Xylulose-5-phosphate phosphoketolase
